ground_truth_source;ground_truth_mp4;true_positive;similarity_2;similarity_3;similarity_4
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Samsung_ORIGINAL;False;0.806452;0.757576;0.714286
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.384615;0.25;0.169492
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Apple_ORIGINAL;False;0.377358;0.245614;0.166667
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
Huawei_ORIGINAL;Huawei_ORIGINAL;True;1.0;1.0;1.0
