ground_truth_source;ground_truth_mp4;filename;true_positive;similarity_2;similarity_3;similarity_4
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_flat_move_0002.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_flat_panrot_0001.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_flat_still_0001.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_indoor_move_0002.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_indoor_panrot_0001.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_indoor_panrot_0002.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_indoor_still_0001.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_indoor_still_0002.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_move_0002.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_move_0003.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_move_0004.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0001.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0002.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0003.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0004.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0001.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0002.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0003.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0004.mp4;False;0.935484;0.878788;0.857143
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_flat_move_0002.mov;False;0.403846;0.267857;0.169492
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_flat_panrot_0001.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_flat_still_0001.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_indoor_panrot_0001.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_indoor_still_0001.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_outdoor_panrot_0001.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_outdoor_panrot_0002.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_outdoor_still_0001.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_outdoor_still_0002.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;iphone4s_original;D02_V_outdoor_still_0003.mov;False;0.396226;0.263158;0.166667
GalaxyS5_ORIGINAL;p9_original;D03_V_flat_move_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_flat_move_0003.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_flat_panrot_0001.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_flat_panrot_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_flat_still_0001.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_indoor_move_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_indoor_panrot_0001.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_indoor_panrot_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_indoor_still_0001.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_indoor_still_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_outdoor_move_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_outdoor_panrot_0001.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_outdoor_panrot_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_outdoor_still_0001.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;p9_original;D03_V_outdoor_still_0002.mp4;False;0.764706;0.694444;0.631579
GalaxyS5_ORIGINAL;d290_original;D04_V_flat_move_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_flat_move_0003.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_flat_panrot_0001.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_flat_panrot_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_flat_still_0001.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_flat_still_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_indoor_move_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_indoor_panrot_0001.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_indoor_panrot_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_indoor_still_0001.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_indoor_still_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_outdoor_move_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_outdoor_panrot_0001.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_outdoor_panrot_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_outdoor_still_0001.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;d290_original;D04_V_outdoor_still_0002.mp4;False;0.78125;0.735294;0.694444
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_flat_move_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_flat_move_0003.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_flat_panrot_0001.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_flat_panrot_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_flat_still_0001.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_flat_still_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_indoor_move_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_indoor_panrot_0001.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_indoor_panrot_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_indoor_still_0001.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_indoor_still_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_outdoor_move_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_outdoor_panrot_0001.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_outdoor_panrot_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_outdoor_still_0001.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone5c_original;D05_V_outdoor_still_0002.mov;False;0.411765;0.245614;0.129032
GalaxyS5_ORIGINAL;iphone6_original;D06_V_flat_move_0002.mov;False;0.42;0.264151;0.145455
GalaxyS5_ORIGINAL;iphone6_original;D06_V_flat_panrot_0001.mov;False;0.42;0.264151;0.145455
