ground_truth_source;ground_truth_mp4;filename;true_positive;similarity_2;similarity_3;similarity_4
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_flat_move_0002.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_flat_panrot_0001.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_flat_still_0001.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_indoor_move_0002.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_indoor_panrot_0001.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_indoor_panrot_0002.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_indoor_still_0001.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_indoor_still_0002.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_move_0002.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_move_0003.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_move_0004.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0001.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0002.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0003.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_panrot_0004.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0001.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0002.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0003.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;galaxys3mini_original;D01_V_outdoor_still_0004.mp4;False;0.774194;0.69697;0.628571
Lumia640LTE_ORIGINAL;iphone4s_original;D02_V_flat_move_0002.mov;False;0.403846;0.303571;0.220339
